ID,PARENT_ID,GS_CODE,DESCRIPTION
2043159,2043156,83040203,Mandatory - Motor vehicle documentation service charge associated with the sale of Motor vehicles
2043160,2043156,83040204,Optional - Motor vehicle documentation service charge associated with the sale of Motor vehicles
2043161,2043152,830403,Motor Vehicle Registration Fee
2043167,2043161,83040301,DMV (Department of Motor Vehicles) registration Fees
2043163,2043152,830404,Additional Services Associated with Motor Vehicle Sales
2043168,2043163,83040401,Charge for Optional Paint Armor Service (including mark up) associated with the sale of new Zero Emission Vehicles
2043165,2043152,830405,Additional Items of Tangible Personal Property Sold in Conjunction with Motor Vehicles
2043166,2043165,83040501,High Powered Electric Vehicle Connector associated with the sale of Zero Emission Vehicles
2050255,2038865,8305,Agriculture
2050256,2050255,830501,Trailers
2050257,2050256,83050101,"Double Axle Trailers weighing over 750 lbs. but less than 2,000 lbs. with (4) tires 12-16 inches in diameter used for agricultural purposes which are not designed to run on streets and highways. This code assumes that the seller received any documentation/information supporting a claim of exemption."
2050258,2050256,83050102,"Double Axle Trailers weighing between 2,000 lbs. and 2,500 lbs. with (4) tires 12-16 inches in diameter used for agricultural purposes which are not designed to run on streets and highways. This code assumes that the seller received any documentation/information supporting a claim of exemption."
2050259,2050256,83050103,"Double Axle Trailers weighing over 2,500 lbs. but not more than 12,000 lbs. with (4) tires 12-16 inches in diameter used for agricultural purposes which are not designed to run on streets and highways. This code assumes that the seller received any documentation/information supporting a claim of exemption."
2050260,2050256,83050104,"Double Axle Trailers weighing more than 12,000 lbs. with (4) tires 12-16 inches in diameter used for agricultural purposes which are not designed to run on streets and highways. This code assumes that the seller received any documentation/information supporting a claim of exemption."
2050261,2050256,83050105,"Double Axle Trailers weighing over 750 lbs. but less than 2,000 lbs. with (4) tires 12-16 inches in diameter used for agricultural purposes designed to run on streets and highways. This code assumes that the seller received any documentation/information supporting a claim of exemption."
2050262,2050256,83050106,"Double Axle Trailers weighing between 2,000 lbs. and 2,500 lbs. with (4) tires 12-16 inches in diameter used for agricultural purposes designed to run on streets and highways. This code assumes that the seller received any documentation/information supporting a claim of exemption."
2050263,2050256,83050107,"Double Axle Trailers weighing over 2,500 lbs. but not more than 12,000 lbs. with (4) tires 12-16 inches in diameter used for agricultural purposes designed to run on streets and highways. This code assumes that the seller received any documentation/information supporting a claim of exemption."
2050264,2050256,83050108,"Double Axle Trailers weighing more than 12,000 lbs. with (4) tires 12-16 inches in diameter used for agricultural purposes designed to run on streets and highways. This code assumes that the seller received any documentation/information supporting a claim of exemption."
2050265,2050256,83050109,Single Axle Trailers weighing 750 lbs. or less with (2) tires 12-16 inches in diameter used for agricultural purposes which are not designed to run on streets and highways. This code assumes that the seller received any documentation/information supporting a claim of exemption.
2050266,2050256,83050110,"Single Axle Trailers weighing over 750 lbs. but less than 2,000 lbs. with (2) tires 12-16 inches in diameter used for agricultural purposes which are not designed to run on streets and highways. This code assumes that the seller received any documentation/information supporting a claim of exemption."
2050267,2050256,83050111,"Single Axle Trailers weighing between 2,000 lbs. and 2,500 lbs. with (2) tires 12-16 inches in diameter used for agricultural purposes which are not designed to run on streets and highways. This code assumes that the seller received any documentation/information supporting a claim of exemption."
2050268,2050256,83050112,"Single Axle Trailers weighing over 2,500 lbs. but not more than 12,000 lbs. with (2) tires 12-16 inches in diameter used for agricultural purposes which are not designed to run on streets and highways. This code assumes that the seller received any documentation/information supporting a claim of exemption."
2050269,2050256,83050113,"Single Axle Trailers weighing more than 12,000 lbs. with (2) tires 12-16 inches in diameter used for agricultural purposes which are not designed to run on streets and highways. This code assumes that the seller received any documentation/information supporting a claim of exemption."
2050270,2050256,83050114,Single Axle Trailers weighing 750 lbs. or less with (2) tires 12-16 inches in diameter used for agricultural purposes designed to run on streets and highways. This code assumes that the seller received any documentation/information supporting a claim of exemption.
2050271,2050256,83050115,"Single Axle Trailers weighing over 750 lbs. but less than 2,000 lbs. with (2) tires 12-16 inches in diameter used for agricultural purposes designed to run on streets and highways. This code assumes that the seller received any documentation/information supporting a claim of exemption."
2050272,2050256,83050116,"Single Axle Trailers weighing between 2,000 lbs. and 2,500 lbs. with (2) tires 12-16 inches in diameter used for agricultural purposes designed to run on streets and highways. This code assumes that the seller received any documentation/information supporting a claim of exemption."
2050273,2050256,83050117,"Single Axle Trailers weighing over 2,500 lbs. but not more than 12,000 lbs. with (2) tires 12-16 inches in diameter used for agricultural purposes designed to run on streets and highways. This code assumes that the seller received any documentation/information supporting a claim of exemption."
2050274,2050256,83050118,"Single Axle Trailers weighing more than 12,000 lbs. with (2) tires 12-16 inches in diameter used for agricultural purposes designed to run on streets and highways. This code assumes that the seller received any documentation/information supporting a claim of exemption."
2038387,2038160,84,Software Services
2038388,2038387,8401,Customized Services
2038390,2038388,840101,Canned Software
2038391,2038390,84010101,Customization of canned software where the customization is performed by the same vendor that sold the software
2049562,2038390,84010102,Customization of canned software where the customization is performed by someone other than the vendor that sold the software and the price of the customization is less than or equal to the price paid for the original unmodified software
2049563,2038390,84010103,Customization of canned software where the customization is performed by someone other than the vendor that sold the software and the seller has obtained necessary documentation validating that the price of the customization is greater than the price paid for the original unmodified software
2038392,2038387,8402,Software Consulting Services
2038393,2038392,840201,Mandatory consulting
2038394,2038393,84020101,Mandatory consulting services related to sales of canned software on tangible medium
2038397,2038393,84020102,Mandatory consulting services related to sales of canned software delivered electronically
2038398,2038393,84020103,(reserved) Previously applied to Mandatory consulting services related to sales of canned software delivered via load and leave
2038399,2038393,84020104,Mandatory consulting services related to sales of custom software on tangible medium
2038400,2038393,84020105,Mandatory consulting services related to sales of custom software delivered electronically
2038401,2038393,84020106,(reserved) Previously applied to Mandatory consulting services related to sales of custom software delivered via load and leave
2038402,2038392,840202,Optional Consulting
2038403,2038402,84020201,Optional consulting services related to sales of canned software on tangible medium
2038404,2038402,84020202,Optional consulting services related to sales of canned software delivered electronically
2038405,2038402,84020203,(reserved) Previously applied to Optional consulting services related to sales of canned software delivered via load and leave
2038406,2038402,84020204,Optional consulting services related to sales of custom software on tangible medium
2038407,2038402,84020205,Optional consulting services related to sales of custom software delivered electronically
2038408,2038402,84020206,(reserved) Previously applied to Optional consulting services related to sales of custom software delivered via load and leave
2050499,2038402,84020207,Optional consulting services related to sales of canned software on tangible medium. This code assumes consulting services include de minimis customization services (e.g. TN).
2050500,2038402,84020208,Optional consulting services related to sales of canned software delivered electronically. This code assumes consulting services include de minimis customization services (e.g. TN).
2038409,2038392,840203,Consulting not related to the sale or license of software
2038410,2038409,84020301,Software Consulting (not related to the sale or license of software)
2038411,2038387,8403,Software Technical Support
2038412,2038411,840301,Mandatory technical support
2038413,2038412,84030101,Mandatory technical support services (telephone support) related to sales of canned software on tangible medium
2038414,2038412,84030102,Mandatory technical support services related to sales of canned software delivered electronically
2038415,2038412,84030103,(reserved) Previously applied to Mandatory technical support services related to sales of canned software delivered via load and leave
2038416,2038412,84030104,Mandatory technical support services related to sales of custom software on tangible medium
2038417,2038412,84030105,Mandatory technical support services related to sales of custom software delivered electronically
2038418,2038412,84030106,(reserved) Previously applied to Mandatory technical support services related to sales of custom software delivered via load and leave
2050436,2038412,84030107,(Reserved for Select non-U.S. Jurisdictions) Mandatory technical support service for remote access software.
2050437,2038412,84030108,(Reserved for Select non-U.S. Jurisdictions) Mandatory support service sold with electronically downloaded or installed software (for use with credit card reader equipment)
2038419,2038411,840302,Optional technical support
2038420,2038419,84030201,Optional technical support services related to sales of canned software on tangible medium
2038421,2038419,84030202,Optional technical support services related to sales of canned software delivered electronically
2038422,2038419,84030203,(reserved) Previously applied to Optional technical support services related to sales of canned software delivered via load and leave
2038423,2038419,84030204,Optional technical support services related to sales of custom software on tangible medium
2038424,2038419,84030205,Optional technical support services related to sales of custom software delivered electronically
2038425,2038419,84030206,(reserved) Previously applied to Optional technical support services related to sales of custom software delivered via load and leave
2051634,2038419,84030207,Optional technical support services (telephone support) related to the provision of software access licensed under the ASP model (i.e. Cloud/SaaS model)
2038426,2038411,840303,Software technical support not related to the sale or license of software
2038563,2038426,84030301,Software technical support (telephone support)
2038428,2038387,8404,Job-related software training
2038429,2038428,840401,Mandatory software training (job-related)
2038430,2038429,84040101,Mandatory software training services related to sales of canned software on tangible medium (job-related)
2038431,2038429,84040102,Mandatory software training services related to sales of canned software delivered electronically (job-related)
2038432,2038429,84040103,(reserved) Previously applied to Mandatory software training services related to sales of canned software delivered via load and leave (job-related)
2038433,2038429,84040104,Mandatory software training services related to sales of custom software on tangible medium (job-related)
2038434,2038429,84040105,Mandatory software training services related to sales of custom software delivered electronically (job-related)
2038435,2038429,84040106,(reserved) Previously applied to Mandatory software training services related to sales of custom software delivered via load and leave (job-related)
2038436,2038428,840402,Optional software training (job-related)
2038437,2038436,84040201,Optional software training services related to sales of canned software on tangible medium (job-related)
2038438,2038436,84040202,Optional software training services related to sales of canned software delivered electronically (job-related)
2038439,2038436,84040203,(reserved) Previously applied to Optional software training services related to sales of canned software delivered via load and leave (job-related)
2038440,2038436,84040204,Optional software training services related to sales of custom software on tangible medium (job-related)
2038441,2038436,84040205,Optional software training services related to sales of custom software delivered electronically (job-related)
2038442,2038436,84040206,(reserved) Previously applied to Optional software training services related to sales of custom software delivered via load and leave (job-related)
2048202,2038436,84040207,"Optional services related to canned software sent on tangible media, Job related software training for application software."
2038443,2038428,840403,Software training not related to the sale or license of software (job-related)
2038444,2038443,84040301,Software training (job-related)
2038445,2038387,8405,Non job-related software training
2038446,2038445,840501,Mandatory software training (non job-related)
2038447,2038446,84050101,Mandatory software training services related to sales of canned software on tangible medium (non job-related)
2038448,2038446,84050102,Mandatory software training services related to sales of canned software delivered electronically (non job-related)
2038449,2038446,84050103,(reserved) Previously applied to Mandatory software training services related to sales of canned software delivered via load and leave (non job-related)
2038450,2038446,84050104,Mandatory software training services related to sales of custom software on tangible medium (non job-related)
2038451,2038446,84050105,Mandatory software training services related to sales of custom software delivered electronically (non job-related)
2038452,2038446,84050106,(reserved) Previously applied to Mandatory software training services related to sales of custom software delivered via load and leave (non job-related)
2038453,2038445,840502,Optional software training (non job-related)
2038454,2038453,84050201,Optional software training services related to sales of canned software on tangible medium (non job-related)
2038455,2038453,84050202,Optional software training services related to sales of canned software delivered electronically (non job-related)
2038456,2038453,84050203,(reserved) Previously applied to Optional software training services related to sales of canned software delivered via load and leave (non job-related)
2038457,2038453,84050204,Optional software training services related to sales of custom software on tangible medium (non job-related)
2038458,2038453,84050205,Optional software training services related to sales of custom software delivered electronically (non job-related)
2038459,2038453,84050206,(reserved) Previously applied to Optional software training services related to sales of custom software delivered via load and leave (non job-related)
2038460,2038445,840503,Software training not related to the sale or license of software (non job-related)
2038461,2038460,84050301,Software training (non job-related)
2038462,2038387,8406,System Software Training for System Users (job related)
2038463,2038462,840601,Mandatory system software training (job-related)
2038464,2038463,84060101,Mandatory system software training services related to sales of canned software on tangible medium (job-related)
2038465,2038463,84060102,Mandatory system software training services related to sales of canned software delivered electronically (job-related)
2038466,2038463,84060103,(reserved) Previously applied to Mandatory system software training services related to sales of canned software delivered via load and leave (job-related)
2038467,2038463,84060104,Mandatory system software training services related to sales of custom software on tangible medium (job-related)
2038468,2038463,84060105,Mandatory system software training services related to sales of custom software delivered electronically (job-related)
2038469,2038463,84060106,(reserved) Previously applied to Mandatory system software training services related to sales of custom software delivered via load and leave (job-related)
2038470,2038462,840602,Optional system software training (job-related)
2038471,2038470,84060201,Optional system software training services related to sales of canned software on tangible medium (job-related)
2038472,2038470,84060202,Optional system software training services related to sales of canned software delivered electronically (job-related)
2038473,2038470,84060203,(reserved) Previously applied to Optional system software training services related to sales of canned software delivered via load and leave (job-related)
2038474,2038470,84060204,Optional system software training services related to sales of custom software on tangible medium (job-related)
2038475,2038470,84060205,Optional system software training services related to sales of custom software delivered electronically (job-related)
2038476,2038470,84060206,(reserved) Previously applied to Optional system software training services related to sales of custom software delivered via load and leave (job-related)
2038477,2038462,840603,System software training not related to the sale or license of software (job-related)
2038478,2038477,84060301,System software training (job-related)
2038479,2038387,8407,Non job-related system software training
2038480,2038479,840701,Mandatory system software training (non job-related)
2038481,2038480,84070101,Mandatory system software training services related to sales of canned software on tangible medium (non job-related)
2038482,2038480,84070102,Mandatory system software training services related to sales of canned software delivered electronically (non job-related)
2038483,2038480,84070103,(reserved) Previously applied to Mandatory system software training services related to sales of canned software delivered via load and leave (non job-related)
2038484,2038480,84070104,Mandatory system software training services related to sales of custom software on tangible medium (non job-related)
2038485,2038480,84070105,Mandatory system software training services related to sales of custom software delivered electronically (non job-related)
2038486,2038480,84070106,(reserved) Previously applied to Mandatory system software training services related to sales of custom software delivered via load and leave (non job-related)
2038487,2038479,840702,Optional software training (non job-related)
2038488,2038487,84070201,Optional system software training services related to sales of canned software on tangible medium (non job-related)
2038489,2038487,84070202,Optional system software training services related to sales of canned software delivered electronically (non job-related)
2038490,2038487,84070203,(reserved) Previously applied to Optional system software training services related to sales of canned software delivered via load and leave (non job-related)
2038491,2038487,84070204,Optional system software training services related to sales of custom software on tangible medium (non job-related)
2038492,2038487,84070205,Optional system software training services related to sales of custom software delivered electronically (non job-related)
2038493,2038487,84070206,(reserved) Previously applied to Optional system software training services related to sales of custom software delivered via load and leave (non job-related)
2049522,2038487,84070207,Optional and separately stated on-site software training services related to the provision of software access licensed under the ASP model (i.e. Cloud/SaaS model) where any tangible training materials transferred are incidental elements of the sale. Training services are not paid for by an employer.
2049523,2038487,84070208,Optional and separately stated on-site software training services related to the provision of software access licensed under the ASP model (i.e. Cloud/SaaS model) where any training materials are electronically transferred and are incidental elements of the sale. Training services are not paid for by an employer.
2049524,2038487,84070209,Optional and separately stated live online software training services related to the provision of software access licensed under the ASP model (i.e. Cloud/SaaS model)  where any training materials are electronically transferred and are incidental elements of the sale. Training services are not paid for by an employer.
2051385,2038487,84070210,Optional and separately stated on-site software training services related to the provision of software access licensed under the ASP model (i.e. Cloud/SaaS model) where any tangible training materials transferred are incidental elements of the sale. Software is purchased exclusively for commercial use in a for-profit trade or occupation. Training services are paid for by an employer.
2051386,2038487,84070211,Optional and separately stated on-site software training services related to the provision of software access licensed under the ASP model (i.e. Cloud/SaaS model) where any training materials are electronically transferred and are incidental elements of the sale. Software is purchased exclusively for commercial use in a for-profit trade or occupation. Training services are paid for by an employer.
2051387,2038487,84070212,Optional and separately stated live online software training services related to the provision of software access licensed under the ASP model (i.e. Cloud/SaaS model) where any training materials are electronically transferred and are incidental elements of the sale. Software is purchased exclusively for commercial use in a for-profit trade or occupation. Training services are paid for by an employer.
2038494,2038479,840703,System software training not related to the sale or license of software (non job-related)
2038495,2038494,84070301,System software training  (non job-related)
2038496,2038387,8408,Software installation services
2038497,2038496,840801,Mandatory installation
2038498,2038497,84080101,Mandatory installation services related to sales of canned software on tangible medium
2038499,2038497,84080102,Mandatory installation services related to sales of canned software delivered electronically
2038500,2038497,84080103,(reserved) Previously applied to Mandatory installation services related to sales of canned software delivered via load and leave
2038501,2038497,84080104,Mandatory installation services related to sales of custom software on tangible medium
2038502,2038497,84080105,Mandatory installation services related to sales of custom software delivered electronically
2038503,2038497,84080106,(reserved) Previously applied to Mandatory installation services related to sales of custom software delivered via load and leave
2038504,2038496,840802,Optional installation
2038564,2038504,84080201,Optional installation services related to sales of canned software on tangible medium
2038565,2038504,84080202,Optional installation services related to sales of canned software delivered electronically
2038566,2038504,84080203,(reserved) Previously applied to Optional installation services related to sales of canned software delivered via load and leave
2038567,2038504,84080204,Optional installation services related to sales of custom software on tangible medium
2038568,2038504,84080205,Optional installation services related to sales of custom software delivered electronically
2038569,2038504,84080206,(reserved) Previously applied to Optional installation services related to sales of custom software delivered via load and leave
2048203,2038504,84080207,"Optional services related to canned software sent on tangible media. Software installation (for application software as opposed to system software) which does not include coding, changing, customization, or modification of either the software being installed or any other software on the system."
2038511,2038496,840803,Software installation not related to the sale or license of software
2038512,2038511,84080301,Software installation not related to the sale or license of software
2038513,2038387,8409,Computer feasibility studies
2038514,2038513,840901,Mandatory feasibility studies
2038515,2038514,84090101,Mandatory feasibility studies related to sales of canned software on tangible medium
2038516,2038514,84090102,Mandatory feasibility studies related to sales of canned software delivered electronically
2038517,2038514,84090103,(reserved) Previously applied to Mandatory feasibility studies related to sales of canned software delivered via load and leave
2038518,2038514,84090104,Mandatory feasibility studies related to sales of custom software on tangible medium
2038519,2038514,84090105,Mandatory feasibility studies related to sales of custom software delivered electronically
2038520,2038514,84090106,(reserved) Previously applied to Mandatory feasibility studies related to sales of custom software delivered via load and leave
2038521,2038513,840902,Optional feasibility studies
2038522,2038521,84090201,Optional feasibility studies related to sales of canned software on tangible medium
2038523,2038521,84090202,Optional feasibility studies related to sales of canned software delivered electronically
2038524,2038521,84090203,(reserved) Previously applied to Optional feasibility studies related to sales of canned software delivered via load and leave
2038525,2038521,84090204,Optional feasibility studies related to sales of custom software on tangible medium
2038526,2038521,84090205,Optional feasibility studies related to sales of custom software delivered electronically
2038527,2038521,84090206,(reserved) Previously applied to Optional feasibility studies related to sales of custom software delivered via load and leave
2038528,2038513,840903,Computer feasibility studies not related to the sale or license of software
2038529,2038528,84090301,Computer feasibility study (not related to the sale or license of software)
2038530,2038387,8410,Computer Data Processing Services
2038531,2038530,841001,Mandatory data processing
2038532,2038531,84100101,Mandatory data processing services related to sales of canned software on tangible medium
2038533,2038531,84100102,Mandatory data processing services related to sales of canned software delivered electronically
2038534,2038531,84100103,(reserved) Previously applied to Mandatory data processing services related to sales of canned software delivered via load and leave
2038535,2038531,84100104,Mandatory data processing services related to sales of custom software on tangible medium
2038536,2038531,84100105,Mandatory data processing services related to sales of custom software delivered electronically
2038537,2038531,84100106,(reserved) Previously applied to Mandatory data processing services related to sales of custom software delivered via load and leave
2038538,2038530,841002,Optional data processing
2038539,2038538,84100201,Optional data processing services related to sales of canned software on tangible medium
2038540,2038538,84100202,Optional data processing services related to sales of canned software delivered electronically
2038541,2038538,84100203,(reserved) Previously applied to Optional data processing services related to sales of canned software delivered via load and leave
2038542,2038538,84100204,Optional data processing services related to sales of custom software on tangible medium
2038543,2038538,84100205,Optional data processing services related to sales of custom software delivered electronically
2038544,2038538,84100206,(reserved) Previously applied to Optional data processing services related to sales of custom software delivered via load and leave
2038545,2038530,841003,Computer data processing not related to the sale or license of software
2038546,2038545,84100301,Computer data processing
2038547,2038387,8411,Server Related Services
2038548,2038547,841101,Provision of Server Space
2038549,2038548,84110101,Use of computer servers where the server is exclusively used/accessed by one user and is accessed by remote telecommunications
2038550,2038548,84110102,Use of computer servers where the server is used/accessed by more than one user and is accessed by remote telecommunications
2038551,2038547,841102,Server Management
2038552,2038551,84110201,"Monitoring of computer servers, including both the hardware and software portions (such monitoring services do not include either repair or maintenance of the server)"
2038553,2038551,84110202,"Backup and storage of computer servers where the host of the server handles the back-up scripts, programs and restorations"
2038554,2038551,84110203,"Tape and media management of computer servers where the customer handles the back-up scripts, programs and restorations"
2038555,2038551,84110204,General technical support (telephone support) relating to computer servers which does not result in any transfer of software or hardware to the customer
2038556,2038551,84110205,"Setup for the provision of monitoring of computer servers, including software installation, customer consulting and other administrative services"
2038557,2038551,84110206,Provision of rack storage space for the placement of a computer server where the server owner has control over the area housing the rack and server
2038558,2038551,84110207,"Setup for the provision of tape and media management and backup and storage of computer servers, including customer consulting and other administrative services"
2038561,2038551,84110208,"Provision of server load balancing, including traffic routing services"
2038562,2038551,84110209,Provision of a server firewall
2042076,2038387,8412,Application Service Providers/Cloud/SaaS/Remote Access Software
2042077,2042076,841201,Software Access through Application Service Providers (i.e. Cloud/SaaS model)
2042078,2042077,84120101,Access to software applications hosted by an Application Service Provider (i.e. Cloud/SaaS model) where the customer does not receive a license to any computer software
2042079,2042077,84120102,Access to software applications hosted by an Application Service Provider (i.e. Cloud/SaaS model) where the customer receives canned software in a tangible medium
2042080,2042077,84120103,Access to software applications hosted by an Application Service Provider (i.e. Cloud/SaaS model) where the customer receives canned software delivered electronically
2042081,2042077,84120104,(reserved) Previously applied to Access to software applications hosted by an Application Service Provider (i.e. Cloud/SaaS model) where the customer receives canned software delivered via load and leave
2043087,2042077,84120106,Access to software applications hosted by an Application Service Provider (i.e. Cloud/SaaS model) where the customer does not receive any computer software but executes a license to use software that meets the definition of a qualifying license in Illinois. The server on which the applications are hosted is in state.
2043088,2042077,84120107,Access to software applications hosted by an Application Service Provider (i.e. Cloud/SaaS model) where the customer does not receive any computer software but executes a license to use software that meets the definition of a qualifying license in Illinois. The server on which the applications are hosted is out of state.
2043994,2042077,84120108,Access to software applications hosted by an Application Service Provider (i.e. Cloud/SaaS model) where the customer does not receive any computer software but executes a license to use software that meets the definition of a qualifying license in Illinois. The server on which the applications are hosted is located in Utah
2043995,2042077,84120109,Access to software applications hosted by an Application Service Provider (i.e. Cloud/SaaS model) where the customer does not receive any computer software but executes a license to use software that meets the definition of a qualifying license in Illinois. The server on which the applications are hosted is located in Pennsylvania
2043996,2042077,84120110,"Optional services related to ASP software (i.e. Cloud/SaaS model) where the customer does not receive any software but executes a license to use the software that meets the definition of a qualifying license in Illinois - Consulting which does not result in a transfer of software from the consultant to the customer, when the consulting is directly related to the technical design and programming of computer software, and the consultant provides advice only."
2043997,2042077,84120111,"Optional services related to ASP software (i.e. Cloud/SaaS model) where the customer does not receive any software but executes a license to use the software that meets the definition of a qualifying license in Illinois - Consulting which does not result in a transfer of software from the consultant to the customer, when the consulting is not directly related to the technical design and programming of computer software."
2049525,2042077,84120112,"Mandatory services related to ASP software (i.e. Cloud/SaaS model) where the customer does not receive any software but executes a license to use the software that meets the definition of a qualifying license in Illinois - Consulting which does not result in a transfer of software from the consultant to the customer, when the consulting is directly related to the technical design and programming of computer software, and the consultant provides advice only."
2049582,2042077,84120113,Early termination fees related to contracts for access to software applications hosted by an Application Service Provider (i.e. Cloud/SaaS model) where the customer does not receive a license to any computer software
2051374,2042077,84120114,Access to software applications hosted by an Application Service Provider (i.e. Cloud/SaaS model) where the customer does not receive a license to any computer software. Software is purchased exclusively for commercial use in a for-profit trade or occupation.
2051375,2042077,84120115,Access to software applications hosted by an Application Service Provider (i.e. Cloud/SaaS model) where the customer receives canned software in a tangible medium. Software is purchased exclusively for commercial use in a for-profit trade or occupation.
2051376,2042077,84120116,Access to software applications hosted by an Application Service Provider (i.e. Cloud/SaaS model) where the customer receives canned software delivered electronically. Software is purchased exclusively for commercial use in a for-profit trade or occupation.
2051377,2042077,84120117,Access to software applications hosted by an Application Service Provider (i.e. Cloud/SaaS model) where the customer does not receive any computer software but executes a license to use software that meets the definition of a qualifying license in Illinois. The server on which the applications are hosted is in state. Software is purchased exclusively for commercial use in a for-profit trade or occupation.
2051378,2042077,84120118,Access to software applications hosted by an Application Service Provider (i.e. Cloud/SaaS model) where the customer does not receive any computer software but executes a license to use software that meets the definition of a qualifying license in Illinois. The server on which the applications are hosted is out of state. Software is purchased exclusively for commercial use in a for-profit trade or occupation.
2051379,2042077,84120119,(Reserved) Previously applied to access to software applications hosted by an Application Service Provider (i.e. Cloud/SaaS model) where the customer does not receive any computer software but executes a license to use software that meets the definition of a qualifying license in Illinois. The server on which the applications are hosted is located in Utah. Software is purchased exclusively for commercial use in a for-profit trade or occupation.
2051380,2042077,84120120,(Reserved) Previously applied to access to software applications hosted by an Application Service Provider (i.e. Cloud/SaaS model) where the customer does not receive any computer software but executes a license to use software that meets the definition of a qualifying license in Illinois. The server on which the applications are hosted is located in Pennsylvania. Software is purchased exclusively for commercial use in a for-profit trade or occupation.
2051381,2042077,84120121,"Optional services related to ASP software (i.e. Cloud/SaaS model) where the customer does not receive any software but executes a license to use the software that meets the definition of a qualifying license in Illinois) - Consulting which does not result in a transfer of software from the consultant to the customer, when the consulting IS directly related to the technical design and programming of computer software, and the consultant provides advice only. Software is purchased exclusively for commercial use in a for-profit trade or occupation."
2051382,2042077,84120122,"Optional services related to ASP software (i.e. Cloud/SaaS model) where the customer does not receive any software but executes a license to use the software that meets the definition of a qualifying license in Illinois) - Consulting which does not result in a transfer of software from the consultant to the customer, when the consulting IS NOT directly related to the technical design and programming of computer software. Software is purchased exclusively for commercial use in a for-profit trade or occupation."
2051383,2042077,84120123,"Mandatory services related to ASP software (i.e. Cloud/SaaS model) where the customer does not receive any software but executes a license to use the software that meets the definition of a qualifying license in Illinois) - Consulting which does not result in a transfer of software from the consultant to the customer, when the consulting IS directly related to the technical design and programming of computer software, and the consultant provides advice only. Software is purchased exclusively for commercial use in a for-profit trade or occupation."
2051384,2042077,84120124,Early termination fees related to contracts for access to software applications hosted by an Application Service Provider (i.e. Cloud/SaaS model) where the customer does not receive a license to any computer software. Software is purchased exclusively for commercial use in a for-profit trade or occupation.
2037956,2038157,85,Installation/Repair
2037957,2037956,8501,Installation of TPP
2037958,2037957,850101,Installation of TPP not on to Real Property
2037959,2037958,85010101,Service charges for installation of Tangible Personal Property not on to real property (installation occurs after title passes to the tangible personal property.)
2042912,2037958,85010102,"Service charges for installation of tangible personal property not on real property (installation occurs after title passes to the tangible personal property), where the tangible personal property is exempted during a tax holiday period and where the seller of the tangible personal property performs the installation."
2050485,2037958,85010103,"Tire installation services associated with the sale of new replacement motor vehicle tires (includes mounting and balancing).  When utilizing this code to assess the AR Tire Removal Fee, pass a gross amount equal to the total sale price and a quantity equal to the number of tires removed from rims."
2050486,2037958,85010104,"Tire installation services associated with the sale of new motor vehicle tires (includes mounting but not balancing). Balancing services may be separately charged.  When utilizing this code to assess the AR Tire Removal Fee, pass a gross amount equal to the total sale price and a quantity equal to the number of tires removed from rims."
2050487,2037958,85010105,Separately stated tire balancing service associated with the sale of replacement motor vehicle tires. The invoice may also include a separately stated charge for tire mounting
2037960,2037956,8502,Repair Charges
2037961,2037960,850201,Services Performed not covered by a Maintenance Contract
2037962,2037961,85020101,"Repairs to general TPP, line items containing labor charges only when the invoice does not include charges for parts."
2037963,2037961,85020102,"Repairs to general TPP, line items containing labor charges when the invoice includes charges for parts as well as labor."
2037964,2037961,85020103,Line items containing non-segregated charges for parts and labor.
2037965,2037961,85020104,Line items containing charges for parts used in repairs.
2044122,2037961,85020105,Repair services for automobiles (charge for labor only) where charges for parts appear on a separate line
2044123,2037961,85020106,Repair services for automobiles (charge for parts only)
2044124,2037961,85020107,Repair services for automobiles (non-segregated parts and labor charge)
2048559,2037961,85020108,Repairs performed on commercial and industrial machinery and equipment. Line items containing labor charges only. Parts may be provided but billed separately. This code does not assume that the purchaser provides any exemption documentation.
2048560,2037961,85020109,Repairs performed on commercial and industrial machinery and equipment. Line items containing parts only. Labor may be provided but billed separately. This code does not assume that the purchaser provides any exemption documentation.
2048561,2037961,85020110,Repairs performed on commercial and industrial machinery and equipment used in manufacturing activity. Line items containing labor charges only. Parts may be provided but billed separately. This code does not assume that the purchaser provides any exemption documentation.
2048562,2037961,85020111,Repairs performed on commercial and industrial machinery and equipment used in manufacturing activity. Line items containing parts only. Labor may be provided but billed separately. This code does not assume that the purchaser provides any exemption documentation.
2048870,2037961,85020112,Repairs to general tangible personal property. Line items containing labor charges only where no parts (immaterial or otherwise) are provided.
2050641,2037961,85020113,"Separately stated labor charges for repairs to household appliances (e.g. dishwasher, microwave, oven, washer/dryer, etc.) that are affixed to realty (to the extent permitted under jurisdictional law). The invoice may include line item charges for parts"
2050642,2037961,85020114,"Separately stated charges for parts used in the provision of repair services for household appliances (e.g. dishwasher, microwave, oven, washer/dryer, etc.) that are affixed to realty (to the extent permitted under jurisdictional law). This code assumes that the provider elected not to pay tax at acquisition if allowed under the law"
2050643,2037961,85020115,"Separately stated charges for parts used in the provision of repair services for household appliances (e.g. dishwasher, microwave, oven, washer/dryer, etc.) that are affixed to realty (to the extent permitted under jurisdictional law). This code assumes that the provider elected to pay tax at acquisition if allowed under the law"
